kab_kota,provinsi,stunting,melahirkan_tidak_difaskes,kemiskinan,konsumsi_protein_per_kapita,pangan_hewani,rls,lon,lat,Melahirkan Tidak di Faskes,Kemiskinan,Konsumsi Protein,Pangan Hewani,RLS,faktor_dominan
Pasangkayu,Sulawesi Barat,29.2,0.08,5.21,60.5,43.19,8.13,119.50763751895292,-1.4896916503022928,0.1454347484109711,0.2413516764285562,0.1993847441207638,0.2338843580451532,0.1799444729945553,Kemiskinan
Mamuju Tengah,Sulawesi Barat,22.7,0.08,7.72,58.1,46.22,7.94,119.51108259676796,-2.0026680113293054,0.1533271323399618,0.2209211509360038,0.2075620288980856,0.2299831892438037,0.1882064985821446,Pangan Hewani
Kepulauan Tanimbar,Maluku,21.9,0.39,23.66,43.0,36.58,9.92,131.36651667133444,-7.584619603065146,0.1459400489427073,0.1486979288351152,0.1369254875805591,0.3192248860460329,0.2492116485955852,Pangan Hewani
Maluku Tenggara,Maluku,22.0,0.45,21.22,53.1,48.33,9.84,132.88806727650692,-5.677005135172146,0.165837638317097,0.1940260875675082,0.1538962066767374,0.2694717456610178,0.2167683217776393,Pangan Hewani
Maluku Tengah,Maluku,17.8,0.52,17.67,53.7,53.36,9.79,129.2954055555071,-3.181406936812788,0.1862980783564855,0.1831787854718764,0.1641120596267787,0.2503857709274525,0.2160253056174066,Pangan Hewani
Buru,Maluku,19.3,0.3,16.08,50.8,44.22,9.02,126.72702333689448,-3.329419246828863,0.2049076373584814,0.1956734918208479,0.1651737556904305,0.209738371667682,0.2245067434625579,RLS
Kepulauan Aru,Maluku,22.4,0.74,23.39,47.1,47.72,9.21,134.45093476908767,-6.196625644644724,0.1492156938206256,0.1841917020902245,0.1452443759355453,0.2834873623340326,0.2378608658195718,Pangan Hewani
Seram Bagian Barat,Maluku,22.1,0.47,22.31,46.4,39.11,9.59,128.35598714926888,-3.135936778631491,0.1725560561504911,0.2011120430481676,0.1542838211745489,0.235414345271428,0.2366337343553641,RLS
Seram Bagian Timur,Maluku,20.5,0.73,21.03,50.5,50.39,9.0,130.44270243528763,-3.4199625252332484,0.1575601821082431,0.1982824669495227,0.1630631113777375,0.2652233109511376,0.2158709286133588,Pangan Hewani
Maluku Barat Daya,Maluku,18.3,0.38,27.95,59.9,50.25,9.13,127.30425610878656,-7.833301870478451,0.136479521564645,0.1561022865925941,0.1184893808459157,0.3342896152657761,0.2546391957310687,Pangan Hewani
Buru Selatan,Maluku,26.2,0.8,14.91,39.9,29.41,8.48,126.52426724234064,-3.56764298929609,0.1811733860659385,0.21710586824412,0.1548098064225811,0.2148097012981006,0.2321012379692594,RLS
Kota Ambon,Maluku,15.3,0.29,5.13,56.5,48.35,12.24,128.19497621202737,-3.6853598131579575,0.1755108798428345,0.1828777849321159,0.1590047068689754,0.2676798159044076,0.2149268124516664,Pangan Hewani
Kota Tual,Maluku,19.1,0.38,20.01,56.7,50.98,10.67,132.48267103211563,-5.556933526301175,0.1587743876572485,0.1852319032835813,0.1608954019060244,0.2787127917306529,0.2163855154224926,Pangan Hewani
Halmahera Barat,Maluku Utara,17.8,0.28,8.75,46.1,36.5,8.59,127.59080491924962,1.3517754629079504,0.2069212112303942,0.2004550963963555,0.1852371323986079,0.1831467979615905,0.2242397620130516,RLS
Halmahera Selatan,Maluku Utara,25.7,0.49,5.63,51.1,49.35,8.42,127.70518420741224,-0.8271887368262609,0.2271108317525593,0.1982645621999201,0.1698464637963295,0.1759301004968484,0.2288480417543423,RLS
Halmahera Utara,Maluku Utara,17.0,0.37,4.71,52.7,48.24,8.67,127.83480303314494,1.554443706628952,0.2055975368014976,0.1999743865759028,0.1827416034283318,0.1771439348759554,0.2345425383183121,RLS
Halmahera Timur,Maluku Utara,19.1,0.22,11.91,52.4,48.44,8.88,128.30864720330888,1.0295167626584731,0.2206669472555093,0.191059661331112,0.1795845526760915,0.1783231557921179,0.2303656829451689,RLS
Pulau Taliabu,Maluku Utara,20.4,0.71,7.13,47.9,44.61,7.99,124.73939552323748,-1.819433898171311,0.2090840107921464,0.2103634061690819,0.1812734589241322,0.1870252780254559,0.2122538460891832,RLS
Kota Ternate,Maluku Utara,14.2,0.15,3.14,60.3,49.62,12.08,127.1725035262532,0.8385050089036383,0.2179428219223941,0.1897999498779189,0.1786295311849764,0.1828415518745155,0.2307861451401947,RLS
Kota Tidore Kepulauan,Maluku Utara,12.0,0.09,6.56,46.8,39.95,10.12,127.67500969025778,0.4792840291155735,0.2186545158697127,0.1928997986608239,0.1755501523961569,0.183824435592089,0.229071097481217,RLS
Fak Fak,Papua Barat,17.7,0.18,20.86,51.5,50.7,9.32,132.84273462815406,-3.11179129435372,0.1854230772257344,0.1759265701255357,0.1712814169119907,0.2471339637165906,0.2202349720201483,Pangan Hewani
Kaimana,Papua Barat,13.2,0.45,14.41,58.5,62.52,8.97,134.05628485430174,-3.585489547137168,0.1729359750136402,0.1728371146298617,0.1670842648408509,0.2674147872986351,0.2197278582170118,Pangan Hewani
Teluk Wondama,Papua Barat,22.5,0.56,28.47,46.5,48.63,7.38,134.40415555505203,-2.8501056273509726,0.1761340277896259,0.1968275906932591,0.1684080627455607,0.2591915958759238,0.1994387228956302,Pangan Hewani
Teluk Bintuni,Papua Barat,16.9,0.23,26.99,50.9,57.2,8.67,133.4537391899256,-2.154595446299385,0.1868499383166721,0.1958272323199881,0.1708200033414514,0.2419303360019982,0.2045724900198899,Pangan Hewani
Manokwari,Papua Barat,19.0,0.16,18.45,54.3,43.95,8.67,133.80041259585818,-0.9357307590086816,0.2114478095465605,0.1951521641855898,0.1674380881416204,0.2292660066400255,0.1966959314862034,Pangan Hewani
Manokwari Selatan,Papua Barat,19.6,0.14,26.83,52.9,36.57,7.17,134.01766705021137,-1.5480175841024575,0.1957958711135504,0.1904124936263067,0.170654400063406,0.2436807853184789,0.1994564498782576,Pangan Hewani
Pegunungan Arfak,Papua Barat,26.4,0.66,31.76,33.7,22.61,5.72,133.70017174033862,-1.2865878023890909,0.2047140481764874,0.1964688282833894,0.1698956915324579,0.2362890217463051,0.1926324102613599,Pangan Hewani
Kepulauan Yapen,Papua,22.2,0.54,25.69,61.9,58.63,9.71,136.1741562685735,-1.745485332987795,0.1762652146168876,0.2003632166788048,0.1786916367316839,0.236340054460549,0.2083398775120744,Pangan Hewani
Sarmi,Papua,16.0,0.06,14.05,53.1,57.57,9.61,139.01303343605235,-2.452065410285531,0.1710344038100341,0.2081650603683213,0.1901701088465323,0.243983496760012,0.1866469302151,Pangan Hewani
Waropen,Papua,13.4,0.6,29.85,39.5,42.39,9.42,136.75473117785634,-2.7540305766621924,0.1774361621802619,0.2155655856620134,0.1767246061747454,0.2462576433870965,0.1840160025958824,Pangan Hewani
Supiori,Papua,23.2,0.28,37.72,62.2,79.84,9.21,135.56426907413754,-0.7365850471872504,0.2080639734698958,0.1998576472633928,0.1719802322368379,0.2223231872585903,0.1977749597712829,Pangan Hewani
Kota Jayapura,Papua,18.4,0.05,10.72,53.4,53.25,12.07,140.80013989553373,-2.66453250982708,0.1782837954634125,0.2067645151129808,0.1863652550065644,0.2371985193639929,0.191387915053049,Pangan Hewani
